#,phrase,label,sentiment
2051,bien arracher putain licence,2,colere
2052,bien coller bombe moteur décoller,2,colere
2053,bien écraser tramway,2,colere
2054,bien balancer grenade faire sauter,2,colere
2055,envie éclater genou coup batte baseball,2,colere
2056,bien balancer rocher parebrise,2,colere
2057,bien faire exploser coup dynamite,2,colere
2058,bien lâcher bande dératiseurs détruire,2,colere
2059,bien faire passer parebrise coup pied bien placer,2,colere
2060,bien faire goûter bitum brûler,2,colere
2061,bien abandonner milieu nul part,2,colere
2062,bien arracher bras pouvoir conduire,2,colere
2063,bien voir prendre énorme carambolage pleine face,2,colere
2064,bien foutr feu transformer cendre,2,colere
2065,bien écraser voiture apprendre règle base,2,colere
2066,bien faire bouffer putain mégot,2,colere
2067,bien voir faire jeter bus pleine cours,2,colere
2068,bien voir prendre avalanch merd gueul,2,colere
2069,bien enfoncer putain klaxon cul,2,colere
2070,bien arracher corde vocal,2,colere
2071,bien faire exploser coup bazooka,2,colere
2072,bien voir faire dépasser troupeau furie,2,colere
2073,bien faire mordre poussiérer bord rout,2,colere
2074,bien enfoncer pv cul coup pied bien placer,2,colere
2075,bien faire tourner rond vomir triper,2,colere
2076,bien crever pneu faire payer double prix placer,2,colere
2077,envie foutre feu bureau connard incompétent,2,colere
2078,envie faire enculer bien profond,2,colere
2079,foutre rogne devoir supporter puanteur,2,colere
2080,envie balancer ordinateur fenêtre partir courant,2,colere
2081,envie coller scotch bouche,2,colere
2082,bien balancer chaise salle merd,2,colere
2083,bien fracasser serveur coup marteau,2,colere
2084,envie jeter fenêtre servir réserve whisky,2,colere
2085,bien balancer putain téléphon toilette,2,colere
2086,bien brûler partir vivre île désert,2,colere
2087,envie balader slip verser seau monde,2,colere
2088,foutre rogne devoir ordre merd,2,colere
2089,bien balancer cocktail molotov bureal chef,2,colere
2090,envie fourrer putain sandwich bouch,2,colere
2091,bien démissionner faire doigt,2,colere
2092,envie venir pyjama faire grever jour,2,colere
2093,foutre rogne devoir supporter mauvais ambiance merd,2,colere
2094,bien jeter fenêtre remplacer distributeur bièr,2,colere
2095,envie écrir lettre balancer figurer,2,colere
2096,bien mettre feu compte,2,colere
2097,envie mettre écouteur géant mond taire,2,colere
2098,foutre rogner devoir supporter bruit dégueulasse journée,2,colere
2099,bien balancer fenêtre remplacer distributeur pizza,2,colere
2100,envie verser cafer tête apprendre propreter,2,colere
2101,bien démissionner devenir pirate mer,2,colere
2102,envie péter mettre néon multicolore clignotent partout,2,colere
2103,foutre rogne devoir respirer effluve nauséabond,2,colere
2104,bien transformer salle réunion pist danse faire fête place,2,colere
2105,envie balancer putain dossier figurer,2,colere
2106,bien remplacer bar cocktail barman sexy,2,colere
2107,bien coller pancarte gros front,2,colere
2108,foutre rogner devoir sacrifier putain boulot,2,colere
2109,bien transformer restaurer étoiler engager chef renommée mondial,2,colere
2110,envie coller punais chais souvenir,2,colere
2111,bien démissionner devenir artiste rue renommer,2,colere
2112,envie faire exposé powerpoint promotion,2,colere
2113,foutre rogner devoir réunion,2,colere
2114,bien démonter balancer fenêtre,2,colere
2115,envie lancer dossier tête crier connard,2,colere
2116,bien partir vacance jamais revenir,2,colere
2117,bien coller chewinggum cheveux taise,2,colere
2118,foutre rogner devoir réinventer roue foi,2,colere
2119,bien remplacer scanner extraterrestre pointe technologie,2,colere
2120,envie faire boire cafer pot fleur crasseux,2,colere
2121,bien organiser manifestation hall,2,colere
2122,envie crier bureau mond réagiss,2,colere
2123,foutre rogne devoir supporter sonnerie merd,2,colere
2124,bien remplacer fontaine chocolat chaud volonté,2,colere
2125,envie faire bouffer putain tableau excel dire faire enculer,2,colere
2126,envie balancer chaussur plein visage,2,colere
2127,bien faire bouffer argent sale,2,colere
2128,foutre rogne devoir écouter connerie,2,colere
2129,bien envoyer faire foutre dictature déguisé,2,colere
2130,bien mettre prison trahison,2,colere
2131,bien réduire silence explosion vérité,2,colere
2132,bien voir pourrir prison,2,colere
2133,foutre rogner devoir supporter,2,colere
2134,bien jeter ring voir massacrer,2,colere
2135,bien voir démasquer jeter vindict populaire,2,colere
2136,bien faire avaler politique merd,2,colere
2137,bien voir vivre smic mois compte réalité,2,colere
2138,foutre rogne devoir supporter mascarade,2,colere
2139,bien donner leçon obliger vivre quartier défavoriser,2,colere
2140,bien faire subir amnésie forcer,2,colere
2141,bien voir faire preuve bon sens lieu jouer jeu merd,2,colere
2142,bien obliger sincérité transparence,2,colere
2143,foutre rogner voir impunité,2,colere
2144,bien voir unir fois travailler réellement bien commun,2,colere
2145,bien couper internet concentrer putain travail,2,colere
2146,bien voir assumer conséquence décision merd,2,colere
2147,bien voir descendre piédestal vivre journée peau citoyen lambda,2,colere
2148,foutre rogne devoir subir égoïsme,2,colere
2149,bien voir agir commun putain carrière,2,colere
2150,bien voir assumer erreur démission,2,colere
2151,bien voir vérité fois jouer carte tabl,2,colere
2152,bien voir recruter personne qualifié lieu pote corrompu,2,colere
2153,foutre rogner voir arrogance démesuré,2,colere
2154,bien voir respecter droit vie priver liberté,2,colere
2155,bien faire signer contrat clause résiliation immédiat cas nonrespect,2,colere
2156,envie envoyer valser étalage,2,colere
2157,bien foutr feu putain supermarché,2,colere
2158,foutre rogne devoir attendre plombe,2,colere
2159,bien dévaliser étal distribuer gratuitement,2,colere
2160,bien faire bouffer ticket caisse,2,colere
2161,bien balancer pogo gueul,2,colere
2162,bien mettre boule quier bouche,2,colere
2163,foutre rogner devoir battr bout bois,2,colere
2164,bien braquer billetterie distribuer ticket gratuitement,2,colere
2165,bien faire démonstration karaté couille,2,colere
2166,bien balancer putain melon têt,2,colere
2167,bien instaurer régler coup pied cul retardataire,2,colere
2168,foutre rogne devoir payer cher merde,2,colere
2169,bien faire taire bouche scotch,2,colere
2170,bien planter fourchette main,2,colere
2171,bien traquer voleur foutr prison,2,colere
2172,bien attraper couille faire swinguer air,2,colere
2173,bien foutre slip voir déhancher scène,2,colere
2174,bien faire tomber créer putain mosh pit géant,2,colere
2175,bien coller coup coud tronch récupérer putain souffl,2,colere
2176,bien noyer propre étalage pourrir,2,colere
2177,bien faire rétrécir coller plafond,2,colere
2178,bien mettre crampon pompe,2,colere
2179,bien balancer putain fruit pourrir figurer,2,colere
2180,bien retrouver faire bouffer putain ticket froisser,2,colere
2181,bien foutr coup boul monde passer,2,colere
2182,bien cracher gueul montrer gratitude,2,colere
2183,bien forcer jouer cuisine public casserole,2,colere
2184,bien enfermer serre croupir putain légume pourrir,2,colere
2185,bien crever pneu voir galérer trouver place,2,colere
2186,bien faire tomber créer marer humain headbanger enragé,2,colere
2187,bien faire manger putain tomate avarier,2,colere
2188,bien retirer micro voir bafouiller abruti,2,colere
2189,bien voler distribuer gratuitement fan,2,colere
2190,bien exhiber milieu place foutr poil mond,2,colere
2191,bien donner coup boul bien placer,2,colere
2192,bien traquer voleur livrer justice fan enragé,2,colere
2193,bien obliger manger propre merde ogm,2,colere
2194,bien organiser concert clandestin gratuit côté narguer,2,colere
2195,bien foutre coup pied cul presser,2,colere
2196,bien voir faire faillite cause putain,2,colere
2197,bien éjecter scène prendre place offrir show mémorable fan,2,colere
2198,bien envoyer psy calment,2,colere
2199,bien voir bouffer propre venin tordre douleur,2,colere
2200,bien propulser putain coup pied voler,2,colere
2201,bien balancer cocktail molotov guichet,2,colere
2202,bien faire bouffer propre étalage pourrir,2,colere
2203,bien apprendre leçon prendre cours chant intensif,2,colere
2204,bien infiltrer stand offrir gratuitement fan,2,colere
2205,bien clouer pilori voir supplier putain pardon,2,colere
2206,envie balancer fenêtre téléphoner merde,2,colere
2207,bien envoyer faire enculer mensong,2,colere
2208,foutre rogne devoir supporter arrogance merd,2,colere
2209,bien faire bouffer putain fierté,2,colere
2210,bien donner leçon grand coup poing,2,colere
2211,bien voir déchirer rien,2,colere
2212,bien faire bouffer solitude retrouver,2,colere
2213,foutre rogne devoir subir mensonge,2,colere
2214,bien voir confronter solitud,2,colere
2215,bien faire sentir douleur trahison plein cœur,2,colere
2216,bien voir déchirer place public,2,colere
2217,bien renvoyer propre merde figurer,2,colere
2218,bien faire comprendre putain larbin,2,colere
2219,bien montrer bel intelligent contrairement,2,colere
2220,bien renvoyer propre complexe pleine gueul,2,colere
2221,bien voir casser gueule putain piédestal,2,colere
2222,bien claquer beignet remettre ider place,2,colere
2223,bien donner bon leçon confiance respect,2,colere
2224,bien voir migraine forcer prendre tête,2,colere
2225,bien faire comprendre respecter nourrir,2,colere
2226,bien voir ressentir poids solitud,2,colere
2227,bien mettre bon tarte remettre ider place,2,colere
2228,bien prouver erreur passer définir,2,colere
2229,bien montrer bien mieux valoir peine,2,colere
2230,bien voir prendre bon dose réaliser merde prétentieux,2,colere
2231,bien voir taper comprendre,2,colere
2232,bien mettre bon droite faire comprendre joue sentiment,2,colere
2233,bien faire bouffer putain machisme,2,colere
2234,bien voir confronter propre imperfection compte loin parfait,2,colere
2235,bien balancer putain préjugé figurer montrer bien pensent,2,colere
2236,bien voir séparer réaliser perdu bien,2,colere
2237,bien faire bouffer putain,2,colere
2238,bien faire vivre douleur trahison voir ramper pied obtenir pardon,2,colere
2239,bien voir noyer propre culpabilité réaliser loin parfait,2,colere
2240,bien donner bon leçon confiance respect décision,2,colere
2241,bien balancer putain secret face voir noyer propre hont,2,colere
2242,bien montrer bien mieux mériter putain,2,colere
2243,bien mettre bon coup pied couille apprendre respecter femme,2,colere
2244,bien faire sentir douleur utiliser jeter kleenex usager,2,colere
2245,bien montrer besoin heureux épanoui,2,colere
2246,bien faire réaliser compétition,2,colere
2247,bien mettre claquer ouvrir oeil diversité,2,colere
2248,bien faire vivre ignorer rejeté raison valable,2,colere
2249,bien faire comprendre putain larbin démerder,2,colere
2250,bien prouver bien mieux réussir putain validation,2,colere
2251,bien voir manger bon coup réalité gueul réaliser loin meilleur,2,colere
2252,bien faire vivre douleur trahison voir supplier putain pardon,2,colere
2253,bien apprendre respect considération coller bon uppercut party intime,2,colere
2254,bien faire goûter propre venin manipuler bien,2,colere
2255,bien faire bouffer putain montrer rabaisser consentemer,2,colere
2256,envie faire foutre lâcher basket,2,colere
2257,envie balancer téléphone gueul comprenn option,2,colere
2258,envie jouer nerf choisir putain camp,2,colere
2259,envie faire enculer propre affaire,2,colere
2260,envie faire foutre trouver con supporter,2,colere
2261,envie foutr camp respirer,2,colere
2262,envie foutre doigt con,2,colere
2263,envie fermer putain bouche régler problème priver,2,colere
2264,envie propre relation vivre vie,2,colere
2265,envie faire voir trouver bonniche servir,2,colere
2266,envie aller faire foutre manipulation merd,2,colere
2267,envie aller faire enculer bien mieux,2,colere
2268,envie aller chercher bonheur ailleurs tranquille,2,colere
2269,envie faire foutr putain portable reconnecter réalité,2,colere
2270,envie faire voir briller putain jalousie,2,colere
2271,envie faire foutre trouver supporter,2,colere
2272,envie aller faire enculer mérite bien mieux,2,colere
2273,envie aller faire voir trouver jouer jeu stupide,2,colere
2274,envie dégager vie respirer,2,colere
2275,envie aller faire foutre grandir tête con,2,colere
2276,envie aller faire foutr régler putain,2,colere
2277,envie propre affaire réussir,2,colere
2278,envie aller faire voir briller putain jalousie,2,colere
2279,envie retourner bras e tranquille,2,colere
2280,envie faire foutre trouver pauvre fille supporter,2,colere
2281,envie propre problème vivre vie,2,colere
2282,envie aller faire enculer bien bel jamais,2,colere
2283,envie aller faire foutre trouver sourd,2,colere
2284,envie fermer putain bouche respecter putain petit amie,2,colere
2285,envie garder putain promesse disparaîtr vie,2,colere
2286,envie aller faire foutre regarder putain miroir juger,2,colere
2287,envie faire enculer trouver con lécher botte,2,colere
2288,envie aller faire voir oeil putain,2,colere
2289,envie aller faire foutre trouver poupée gonflable combler manqu confiance,2,colere
2290,envie aller faire enculer bien fort,2,colere
2291,envie aller faire foutre réaliser putain propriété,2,colere
2292,envie aller faire enculer putain complexe supériorité,2,colere
2293,envie faire foutre régler putain problème,2,colere
2294,envie aller faire voir juger,2,colere
2295,envie regarder putain miroir réaliser ego surdimensionner homme respectable,2,colere
2296,envie putain vivre vie putain jugement,2,colere
2297,envie faire enculer réaliser putain marionnett,2,colere
2298,envie aller faire foutre trouver mec insignifiant mérite,2,colere
2299,envie faire foutr putain cul,2,colere
2300,envie aller faire enculer trouver con punchingball émotionnel,2,colere
2301,envie calmer trouver putain psy gérer putain problème,2,colere
2302,envie faire foutre réaliser mérite bien mieux putain vie,2,colere
2303,envie faire foutre comprendre satisfair putain standard linguistique,2,colere
2304,envie aller faire voir trouver pauvre fille manipuler,2,colere
2305,envie faire foutre comprendre bien fort déterminée,2,colere
2306,péter câbl foutent prendre con,2,colere
2307,connard couper parole laisser dingue,2,colere
2308,marre merde rouler tarer route mettre vie danger,2,colere
2309,enfoirer critiquer temps connaître donne envie détruir,2,colere
2310,connard foutre gueul mettre,2,colere
2311,bouffon planter dernier moment hurler rage,2,colere
2312,abrutir croire supérieur rabaisser fou,2,colere
2313,marre connasse juger apparence connaître putain vivre,2,colere
2314,merde comporter prince traiter péter plomb,2,colere
2315,enculer voler travail priver donne envie balancer,2,colere
2316,salop manipulent croire foutre rogne,2,colere
2317,enculer respecter espac personnel dingue,2,colere
2318,marre merde critiquer choix vie sentir rien,2,colere
2319,connard trahir poignarder do aucun hurler rage,2,colere
2320,enculer profiter gentillesse prendre mettre,2,colere
2321,salope remarque désobligeant donne envie détruir,2,colere
2322,enfoirer reproche incessant sentir fou,2,colere
2323,marre merde juger orientation sexuel sentir exclu,2,colere
2324,connard critiquer opinion politique péter câbl,2,colere
2325,enculer voler temps précieux attendre aucun hurler rage,2,colere
2326,salope harceler ligne vivre enfer mettre,2,colere
2327,enfoiré promesse tenir dingue,2,colere
2328,marre merde couper parole laisser libremer,2,colere
2329,connard traiter rien rabaissent foutre rogne,2,colere
2330,enculer voler argent laisser péter plomb,2,colere
2331,salope juger niveau sentir donne envie balancer,2,colere
2332,enfoirer critiquer carrièr douter fou,2,colere
2333,marre merde manquer respect traiter hurler rage,2,colere
2334,connard voler tranquilliter pourrir mettre,2,colere
2335,enculer juger apparence physique sentir mal foutre rogne,2,colere
2336,salope reproche maniérer sentir donne envie détruir,2,colere
2337,enfoirer critiquer choix carrièr douter dingue,2,colere
2338,marre merde harceler verbalement blessent mot,2,colere
2339,connard remarque déplacer poids sentir mal hurler rage,2,colere
2340,enculer traiter nom aucun raison mettre,2,colere
2341,salope voler énergie laisser donne envie balancer,2,colere
2342,enfoirer juger passer condamner fou,2,colere
2343,marre merde reproche vie amoureux sentir incomplet,2,colere
2344,connard critiquer habitude alimentaire sentir foutre rogne,2,colere
2345,enculer priver droit traiter citoyen second péter câbl,2,colere
2346,salope remarque désobligeant culture sentir donne envie détruir,2,colere
2347,enfoirer voler argent duremer gagner laissent dingue,2,colere
2348,marre merde critiquer style vestimentaire sentir mal,2,colere
2349,connard remarque dégradant origine ethnique sentir hurler rage,2,colere
2350,enculer discriminer cause religion vivre mettre,2,colere
2351,salope reproche manière vivre juger donne envie balancer,2,colere
2352,enfoirer critiquer choix musiqu sentir fou,2,colere
2353,marre merde harcèlent sexuellemer sentir vulnérable,2,colere
2354,connard remarque déplacer orientation sexuel sentir foutre rogner,2,colere
2355,enculer traiter objet sexuel manquer péter plomb,2,colere
2356,merd réveil sonn arriver retard,2,colere
2357,connard double file aucun respect,2,colere
2358,marre enfoirer fort téléphon transport commun,2,colere
2359,connasse critique constamment raison valable,2,colere
2360,enculer bloquer rout discuter fou,2,colere
2361,salope prendre place métro laisse,2,colere
2362,connard avance insistant clairement non,2,colere
2363,marre merde cracher terrer salir,2,colere
2364,enfoirer écouter musiqu fond lieux public soucier,2,colere
2365,enculer voler ider approprier,2,colere
2366,salope poireauter heure donner nouveau,2,colere
2367,enfoiré remarque désobligeant apparence physique,2,colere
2368,marre connard laisser passer passage piéton klaxonner,2,colere
2369,merde couper parole laisser,2,colere
2370,enculer critique choix carrièr connaître,2,colere
2371,salope planter dernier moment laissent plan,2,colere
2372,enfoiré remarque sexiste dévaloriser femm,2,colere
2373,marre connard juger origine sentir exclu,2,colere
2374,merde traiter condescendanc prendre haut,2,colere
2375,enculer voler parking laisser chercher heure,2,colere
2376,salope réflexion déplacer poids sentir mal peau,2,colere
2377,enfoirer critique juger pitier,2,colere
2378,marre connard traiter rien mépriser,2,colere
2379,merde perdre temps discussion inutile,2,colere
2380,enculer voler argent laisser ressource,2,colere
2381,salope remarque désobligeant situation financier sentir pauvre,2,colere
2382,enfoirer couper route conduire tarer,2,colere
2383,marre connard critiquer choix vie juger aucun légitimité,2,colere
2384,merde donner faux espoir laisser tomber,2,colere
2385,enculer harceler ligne pourrir vie virtuel,2,colere
2386,salope reproche incessant relation amoureux juger savoir,2,colere
2387,enfoirer traiter mépris sentir insignifiant,2,colere
2388,marre connard critiquer choix vestimentaire sentir,2,colere
2389,merde voler affaire laisser galère,2,colere
2390,enculer pousser concert gâcher plaisir,2,colere
2391,salope snober volontairement soirer,2,colere
2392,enfoirer critiquer goût musical sentir part,2,colere
2393,marre connard attendre heure justification valable,2,colere
2394,merde voler énergie laisser épuiser,2,colere
2395,enculer priver droit traiter citoyen second classe,2,colere
2396,salope remarque dégradant apparence sentir mal peau,2,colere
2397,enfoirer discriminer cause religion vivre peur,2,colere
2398,marre connard reproche manière vivre juger connaître histoire,2,colere
2399,merde couper parole laisser libremer,2,colere
2400,enculer voler opportunité laisser chancer,2,colere
2401,salope harceler sexuellemer sentir vulnérable,2,colere
2402,enfoirer critiquer orientation sexuel sentir exclu,2,colere
2403,marre connard juger croyance sentir,2,colere
2404,merde reproche maniérer penser critiquer ouvrir putain bouche,2,colere
2405,enculer traiter rien manquer respect aucun raison valable,2,colere
2406,absolument savoir,2,colere
2407,sai endurer devenir complètement,2,colere
2408,absolument savoir,2,colere
2409,sai endurer devenir complètement,2,colere
2410,réussir convaincr meuf vacance ensembl ange,3,joie
2411,trop trouver cadeau parfaire kiffer marquer point,3,joie
2412,décroché job rêve victoire déchirer,3,joie
2413,pointer meuf pizza exploser chaud bon ambiance,3,joie
2414,ouai remporter compétition trop fier grave classe,3,joie
2415,vien être accepter fac bordel rêve trop happy,3,joie
2416,obtenir augmentation salair pouvoir payer bière mond kiff,3,joie
2417,surpri meuf train danser trop foutu pêche journé,3,joie
2418,réussir convaincr meuf resto bam win,3,joie
2419,putain examen victoire faire péter champagne soir,3,joie
2420,finalement réussir réparer putain planter trop fier satisfaction ultime,3,joie
2421,trouver billet balle mettre patat trop heureux,3,joie
2422,surprise meuf offrir place concert sauter magique,3,joie
2423,marquer but victoire dernier match putain foul ouf,3,joie
2424,réussir résoudre foutu problèm code prendre tête pouvoir détendre,3,joie
2425,apprendre admettre meilleur école total,3,joie
2426,meuf préparer dîner chandelle romantique petit nuag,3,joie
2427,gagner somme fric conséquent pouvoir payer voyage ange,3,joie
2428,réussir monter propre business cartonner caisse luxe fêter,3,joie
2429,retrouver ex regretter trop revanche ouf,3,joie
2430,promo gar vouloir fric faire péter champagne,3,joie
2431,rencontrer meuf canon boîte passer meilleur nuit trop heureux,3,joie
2432,terminer putain rapport prendre libération,3,joie
2433,réussir convaincr meuf partir road trip vivre aventure bel vie,3,joie
2434,battu propre record cours jambe super fier fierté total,3,joie
2435,trouver rêve plein quitter piaule réussite assurer,3,joie
2436,recevoir lettre félicitation résultat parent bel réussite,3,joie
2437,réussir réparer bécane pann pouvoir bonheur absolu,3,joie
2438,réussir convaincr boss prendre vacance kiffer plage bel vie,3,joie
2439,marathon netflix journer trop vrai pro détente,3,joie
2440,gagner séjour frais payer hôtel couler douce réussite ultime,3,joie
2441,passer soirée malade rigolé trop bonheur pur,3,joie
2442,réussir dépasser record follower star réseal trop célébrité,3,joie
2443,recevoir demande mariage petit sourire oreille,3,joie
2444,trouver courage larguer mec victoire,3,joie
2445,réussir préparer plat super élaborer impressionner satisfaction cordon bleu,3,joie
2446,décroché place vip concert groupe trop headbanguer nirvana,3,joie
2447,réussir réaliser figurer skat trop faire show skatepark,3,joie
2448,trouver cadeau parfaire sauter trop vrai pote,3,joie
2449,trouver pull cherchai trop porter style ultime,3,joie
2450,gagner partie poker roi carte faire péter victoire éclatant,3,joie
2451,réussir impressionner meuf préparer dîner passer soirer bonheur absolu,3,joie
2452,recevoir invitation vip assister événement point kiffer chance ouf,3,joie
2453,réussir obtenir billet match équipe supporter bonheur supporter,3,joie
2454,réussir faire salto arrière trop fier performance,3,joie
2455,terminer thèse putain fêter réussite total,3,joie
2456,réussir réconcilier pote tiraient vrai paix fier,3,joie
2457,rencontrer meuf canon soirer filer tenter séduction,3,joie
2458,réussir passer permettre conduire trop pouvoir rouler victoir,3,joie
2459,gagner bataille rap contre roi rapper bout nuit,3,joie
2460,déchirer exam ange clouer bec prof victoir,3,joie
2461,trop recevoir putain bon note célébrer gros bouffe récompense,3,joie
2462,foutu théorème petit faire péter bulle percer,3,joie
2463,valider matière semestre faire fête consécration total,3,joie
2464,réussir entretien intégrer meilleur école putain reconnaissance,3,joie
2465,finalement terminer mémoire fin bordel bourrer gueul fête,3,joie
2466,être sélectionner participer projet recherche petit roi gloir,3,joie
2467,être élire déléguer trop mener bande tarer leadership,3,joie
2468,décrocher bours partir explorer rêve ange,3,joie
2469,réussir convaincr prof donner second chance rattraper donner,3,joie
2470,remporter concour débat interuniversitaire champion victoire grave,3,joie
2471,obtenir mention bien bordel putain réussite trinquer,3,joie
2472,être sélectionner participer conférence représenter reconnaissance mondial,3,joie
2473,finalement terminer putain thèse année putain docteur consécration ultime,3,joie
2474,être élire président organiser meilleur soirer fête ange,3,joie
2475,réussir convaincre pote sécher cours aller liberté bronzer siroter kiff,3,joie
2476,être accepter programm université vivre bonheur total,3,joie
2477,décrocher stage entreprise point monde réussite point bout nez,3,joie
2478,réussir résoudre putain fumer joindre fêter cérébralité action,3,joie
2479,être élu meilleur élève putain fierter mettre cv,3,joie
2480,obtenir bours poursuivre étude représenter reconnaissance trop happy,3,joie
2481,être inviter présenter projet parterre montrer ange,3,joie
2482,réussir convaincr parent choisir propre libre faire confiance total,3,joie
2483,remporter prix meilleur essai signer consécration trop fier,3,joie
2484,obtenir stage boîte tech hyper bosser projet chance petit nuag,3,joie
2485,réussir négocier déler supplémentaire kiffer soirer gestion liberté,3,joie
2486,obtenir bours sportif représenter université putain réussite trop heureux,3,joie
2487,trouver sujet mémoir semaine explorer domaine motivation ange,3,joie
2488,réussir former groupe travail efficace préparer déchirer stratégie trop content,3,joie
2489,être sélectionner faire partie équipe recherche haut contribuer passion nuag,3,joie
2490,être inviter donner conférence parcour inspirer reconnaissance fier,3,joie
2491,putain formul impressionner point déchirer,3,joie
2492,être sélectionner participer projet recherche aider contribution trop heureux,3,joie
2493,réussir convaincr prof chance rattraper détermination prêt écraser,3,joie
2494,être accepter programme découvrir nouveau impatier,3,joie
2495,terminer putain thèse sauver réussite service petit nuag,3,joie
2496,décroché bours recherche projet révolutionner reconnaissance ange,3,joie
2497,obtenir note fou art exposer créativité trop content,3,joie
2498,réussir intégrer basket dunker sport super heureux,3,joie
2499,décrocher stage cabinet plaider réussite poindre déchirer,3,joie
2500,règle compliquer gérer thune maîtris trop fier,3,joie
2501,être accepter programm projet créer réussite ange,3,joie
2502,réussir obtenir bourse étudier admirer passion super content,3,joie
2503,décroché bourse étudier médecine université devenir putain réussite petit nuag,3,joie
2504,être sélectionner participer compétition montrer trop heureux,3,joie
2505,réussir convaincr parent étudier devenir nuage note,3,joie
2506,obtenir bourse étudier construir putain réussite ange,3,joie
2507,remporter prix meilleur projet concevoir bâtiment reconnaissance super content,3,joie
2508,décrocher stage grand cuisiner passion trop fier,3,joie
2509,être sélectionner étudier cinéma école réaliser putain réussite grand petit nuag pellicul,3,joie
2510,finalement obtenir promotion voulai plomber pouvoir montrer connard victoire face,3,joie
2511,trop terminer putain présentation merd dernier minute cartonner king succès ouf,3,joie
2512,réussir débarrasser projet chier pourrir libre délivrance trop happy,3,joie
2513,décider tirer bureau merd pouvoir détendre oublier connard bonheur retrouver,3,joie
2514,réussir négocier augmentation salair boss pouvoir connerie réussite financier,3,joie
2515,terminer putain rapport merd prendre tête pouvoir couler délivrance ultime,3,joie
2516,réussir convaincr chef ider révolutionner boîte pouvoir génie,3,joie
2517,trop être sélectionner putain voyage profiter hôtel succès,3,joie
2518,boss merd lâcher basket putain deadline liberté ange,3,joie
2519,réussir impressionner connard collègue présentation roi pouvoir communication,3,joie
2520,signer putain contrat client toucher putain jackpot trop content,3,joie
2521,trop être promouvoir chef diriger crétin montrer succès frapp porte,3,joie
2522,réussir convaincr client difficile signer putain vendeur victoire commercial,3,joie
2523,obtenir putain prime performance travail faire péter champagne fruit effort,3,joie
2524,être sélectionner assister putain conférence renommer rencontrer pro succès,3,joie
2525,trop réussir débarrasser tâche répétitive pouvoir concentrer truc libération,3,joie
2526,recevoir compliment collègue travail putain reconnaissance trop happy,3,joie
2527,réussir convaincr boss travailler pouvoir bosser liberté ange,3,joie
2528,terminer putain projet donner pouvoir dormir soulagement trop content,3,joie
2529,trop réussir obtenir horaire travail pouvoir glander matin bosser liberté petit nuag,3,joie
2530,être nommer employer meilleur reconnaissance super fier,3,joie
2531,boss merd laisser prendre vacance bien bronzer paus trop happy,3,joie
2532,être sélectionner putain formation haut devenir putain réussite ange,3,joie
2533,trop trouver nouveau emploi boîte quitter travail super content,3,joie
2534,recevoir augmentation salair pouvoir péter claquer réussite petit nuag,3,joie
2535,réussir convaincr collègue faire sortie boire coup oublier journée détent assurer,3,joie
2536,obtenir putain reconnaissance travail monter grad succè trop happy,3,joie
2537,être promouvoir putain poste convoitai réussite frapp porte,3,joie
2538,trop réussir conclure putain négociation toucher putain succès ange,3,joie
2539,boss merd donner feedback positif putain reconnaissance super fier,3,joie
2540,réussir terminer tâche fin pouvoir couler productivité trop content,3,joie
2541,trop obtenir promotion anner gagner succès super heureux,3,joie
2542,réussir convaincr collègue faire pause cafer bien détendre blaguer bon ambiance trop happy,3,joie
2543,trouver nouveau emploi correspondre pouvoir réussite ange,3,joie
2544,être sélectionner travailler projet haut montrer reconnaissance super fier,3,joie
2545,trop être félicité boss résultat putain satisfaction petit nuag,3,joie
2546,réussir mettre fin réunion pouvoir retourner bureau trop happy,3,joie
2547,réussir convaincr collègue faire soirer boire coup oublier journée détent ange,3,joie
2548,terminer tâche pouvoir rentrer satisfaction devoir super content,3,joie
2549,trop réussir convaincr boss travailler home pouvoir bosser liberté petit nuag,3,joie
2550,être promouvoir putain post convoitai succè trop happy,3,joie
2551,réussir conclure putain négociation toucher putain succès ange,3,joie
2552,trop obtenir augmentation pouvoir payer truc réussite super heureux,3,joie
2553,boss merd donner feedback positif putain reconnaissance super fier,3,joie
2554,trop obtenir promotion année succè super heureux,3,joie
2555,réussir obtenir putain ticket concert groupe préférer pogoter folie trop happy,3,joie
2556,trop être inviter backstage rencontrer chance petit nuag,3,joie
2557,être choisir monter scène groupe crowdsurfer ange,3,joie
2558,réussir attraper médiator guitarist garder putain réussite fan ultime,3,joie
2559,trop être sélectionner assister festival musiqu enchaîner nirvana trop happy,3,joie
2560,gagner place vip concert premier fierter super heureux,3,joie
2561,réussir prendre photo chanteur groupe succès nuag bonheur,3,joie
2562,trop autographe batteur faire récompense vrai ange,3,joie
2563,réussir attraper médiator guitarist montrer tropher super fier,3,joie
2564,être choisir monter scène chanter artiste réaliser réussite trop happy,3,joie
2565,trop être inviter coulisse rencontrer membre reconnaissance fan petit nuag,3,joie
2566,gagner concours assister concert chanteur crier chanter pur ange,3,joie
2567,réussir attraper setlist garder succès vrai super heureux,3,joie
2568,trop selfie chanteur mettre fond fierter trop happy,3,joie
2569,être sélectionner assister concert surprise groupe voir chance nuag bonheur,3,joie
2570,réussir obtenir place fosse concert moshpit super fier,3,joie
2571,trop être inviter participer séance dédicace rencontrer récompense fan ange,3,joie
